equipment_code,line_code,operation_code,equipment_name,equipment_type,creator_binding_id,sort_order,status
PTH01_E050,PTH01,PTH_OP09,CT_HOP9SLJ_LD05,ROBOT,/World/ProdLine/a_L_HST_PTH__B/t_id_L_HST_PTH_P1_B_PTH01/id_L_HST_PTH_P1_B_PTH01/L_HST_PTH_P1_B/L_HST_PTH_P1_B/ASSET_PROD/asset_L_HST_PTH_P1_B_PROD/t_id_CT_HOP9SLJ_LD05,1,ACTIVE
PTH01_E051,PTH01,PTH_OP09,CT_TWNF10_07_A001_SD03,OTHER,/World/ProdLine/a_L_HST_PTH__B/t_id_L_HST_PTH_P1_B_PTH01/id_L_HST_PTH_P1_B_PTH01/L_HST_PTH_P1_B/L_HST_PTH_P1_B/ASSET_PROD/asset_L_HST_PTH_P1_B_PROD/t_id_CT_TWNF10_07_A001_SD03,2,ACTIVE
PTH01_E052,PTH01,PTH_OP09,CT_PTH_RS_TBL_TB01,OTHER,/World/ProdLine/a_L_HST_PTH__B/t_id_L_HST_PTH_P1_B_PTH01/id_L_HST_PTH_P1_B_PTH01/L_HST_PTH_P1_B/L_HST_PTH_P1_B/ASSET_PROD/asset_L_HST_PTH_P1_B_PROD/t_id_CT_PTH_RS_TBL_TB01,3,ACTIVE
PTH01_E053,PTH01,PTH_OP09,CT_HOP9LSSJ_D_h_CV29,OTHER,/World/ProdLine/a_L_HST_PTH__B/t_id_L_HST_PTH_P1_B_PTH01/id_L_HST_PTH_P1_B_PTH01/L_HST_PTH_P1_B/L_HST_PTH_P1_B/ASSET_PROD/asset_L_HST_PTH_P1_B_PROD/t_id_CT_HOP9LSSJ_D_h_CV29,4,ACTIVE
PTH01_E054,PTH01,PTH_OP09,CT_HOP9ZJJ_CN06,OTHER,/World/ProdLine/a_L_HST_PTH__B/t_id_L_HST_PTH_P1_B_PTH01/id_L_HST_PTH_P1_B_PTH01/L_HST_PTH_P1_B/L_HST_PTH_P1_B/ASSET_PROD/asset_L_HST_PTH_P1_B_PROD/t_id_CT_HOP9ZJJ_CN06,5,ACTIVE
PTH01_E055,PTH01,PTH_OP09,CT_HOP9LSSJ_S_CV30,OTHER,/World/ProdLine/a_L_HST_PTH__B/t_id_L_HST_PTH_P1_B_PTH01/id_L_HST_PTH_P1_B_PTH01/L_HST_PTH_P1_B/L_HST_PTH_P1_B/ASSET_PROD/asset_L_HST_PTH_P1_B_PROD/t_id_CT_HOP9LSSJ_S_CV30,6,ACTIVE
PTH01_E056,PTH01,PTH_OP10,CT_HOP9LSSJ_D_h_CV31,OTHER,/World/ProdLine/a_L_HST_PTH__B/t_id_L_HST_PTH_P1_B_PTH01/id_L_HST_PTH_P1_B_PTH01/L_HST_PTH_P1_B/L_HST_PTH_P1_B/ASSET_PROD/asset_L_HST_PTH_P1_B_PROD/t_id_CT_HOP9LSSJ_D_h_CV31,1,ACTIVE
PTH01_E057,PTH01,PTH_OP10,CT_HOP9ZJJ_CN07,OTHER,/World/ProdLine/a_L_HST_PTH__B/t_id_L_HST_PTH_P1_B_PTH01/id_L_HST_PTH_P1_B_PTH01/L_HST_PTH_P1_B/L_HST_PTH_P1_B/ASSET_PROD/asset_L_HST_PTH_P1_B_PROD/t_id_CT_HOP9ZJJ_CN07,2,ACTIVE
PTH01_E058,PTH01,PTH_OP10,CT_HOP9LSSJ_D_CV32,OTHER,/World/ProdLine/a_L_HST_PTH__B/t_id_L_HST_PTH_P1_B_PTH01/id_L_HST_PTH_P1_B_PTH01/L_HST_PTH_P1_B/L_HST_PTH_P1_B/ASSET_PROD/asset_L_HST_PTH_P1_B_PROD/t_id_CT_HOP9LSSJ_D_CV32,3,ACTIVE
PTH01_E059,PTH01,PTH_OP10,CT_HOP9LSSJ_D_h_CV33,OTHER,/World/ProdLine/a_L_HST_PTH__B/t_id_L_HST_PTH_P1_B_PTH01/id_L_HST_PTH_P1_B_PTH01/L_HST_PTH_P1_B/L_HST_PTH_P1_B/ASSET_PROD/asset_L_HST_PTH_P1_B_PROD/t_id_CT_HOP9LSSJ_D_h_CV33,4,ACTIVE
PTH01_E060,PTH01,PTH_OP10,CT_HOP9ZJJ_CN08,OTHER,/World/ProdLine/a_L_HST_PTH__B/t_id_L_HST_PTH_P1_B_PTH01/id_L_HST_PTH_P1_B_PTH01/L_HST_PTH_P1_B/L_HST_PTH_P1_B/ASSET_PROD/asset_L_HST_PTH_P1_B_PROD/t_id_CT_HOP9ZJJ_CN08,5,ACTIVE
PTH01_E061,PTH01,PTH_OP10,CT_HOP9LSSJ_D_CV34,OTHER,/World/ProdLine/a_L_HST_PTH__B/t_id_L_HST_PTH_P1_B_PTH01/id_L_HST_PTH_P1_B_PTH01/L_HST_PTH_P1_B/L_HST_PTH_P1_B/ASSET_PROD/asset_L_HST_PTH_P1_B_PROD/t_id_CT_HOP9LSSJ_D_CV34,6,ACTIVE
PTH01_E062,PTH01,PTH_OP11,CT_HOP9LSSJ_D_h_CV35,OTHER,/World/ProdLine/a_L_HST_PTH__B/t_id_L_HST_PTH_P1_B_PTH01/id_L_HST_PTH_P1_B_PTH01/L_HST_PTH_P1_B/L_HST_PTH_P1_B/ASSET_PROD/asset_L_HST_PTH_P1_B_PROD/t_id_CT_HOP9LSSJ_D_h_CV35,1,ACTIVE
PTH01_E063,PTH01,PTH_OP11,CT_HOP9ZJJ_CN09,OTHER,/World/ProdLine/a_L_HST_PTH__B/t_id_L_HST_PTH_P1_B_PTH01/id_L_HST_PTH_P1_B_PTH01/L_HST_PTH_P1_B/L_HST_PTH_P1_B/ASSET_PROD/asset_L_HST_PTH_P1_B_PROD/t_id_CT_HOP9ZJJ_CN09,2,ACTIVE
PTH01_E064,PTH01,PTH_OP11,CT_HOP9LSSJ_D_CV36,OTHER,/World/ProdLine/a_L_HST_PTH__B/t_id_L_HST_PTH_P1_B_PTH01/id_L_HST_PTH_P1_B_PTH01/L_HST_PTH_P1_B/L_HST_PTH_P1_B/ASSET_PROD/asset_L_HST_PTH_P1_B_PROD/t_id_CT_HOP9LSSJ_D_CV36,3,ACTIVE
PTH01_E065,PTH01,PTH_OP11,CT_HOP9LSSJ_D_CV37,OTHER,/World/ProdLine/a_L_HST_PTH__B/t_id_L_HST_PTH_P1_B_PTH01/id_L_HST_PTH_P1_B_PTH01/L_HST_PTH_P1_B/L_HST_PTH_P1_B/ASSET_PROD/asset_L_HST_PTH_P1_B_PROD/t_id_CT_HOP9LSSJ_D_CV37,4,ACTIVE
PTH01_E066,PTH01,PTH_OP11,r_S330IN_LINE_SL_XL_RT01,OTHER,/World/ProdLine/a_L_HST_PTH__B/t_id_L_HST_PTH_P1_B_PTH01/id_L_HST_PTH_P1_B_PTH01/L_HST_PTH_P1_B/L_HST_PTH_P1_B/ASSET_PROD/asset_L_HST_PTH_P1_B_PROD/t_id_r_S330IN_LINE_SL_XL_RT01,5,ACTIVE
PTH01_E067,PTH01,PTH_OP11,CT_PTH_RS_TBL_TB02,OTHER,/World/ProdLine/a_L_HST_PTH__B/t_id_L_HST_PTH_P1_B_PTH01/id_L_HST_PTH_P1_B_PTH01/L_HST_PTH_P1_B/L_HST_PTH_P1_B/ASSET_PROD/asset_L_HST_PTH_P1_B_PROD/t_id_CT_PTH_RS_TBL_TB02,6,ACTIVE
PTH01_E068,PTH01,PTH_OP12,CT_HOP9SLJ_LD06,ROBOT,/World/ProdLine/a_L_HST_PTH__B/t_id_L_HST_PTH_P1_B_PTH01/id_L_HST_PTH_P1_B_PTH01/L_HST_PTH_P1_B/L_HST_PTH_P1_B/ASSET_PROD/asset_L_HST_PTH_P1_B_PROD/t_id_CT_HOP9SLJ_LD06,1,ACTIVE
PTH01_E069,PTH01,PTH_OP12,TR7600F3D_SII_AXI01,OTHER,/World/ProdLine/a_L_HST_PTH__B/t_id_L_HST_PTH_P1_B_PTH01/id_L_HST_PTH_P1_B_PTH01/L_HST_PTH_P1_B/L_HST_PTH_P1_B/ASSET_PROD/asset_L_HST_PTH_P1_B_PROD/t_id_TR7600F3D_SII_AXI01,2,ACTIVE
PTH01_E070,PTH01,PTH_OP12,TR7600F3D_SII_AXI02,OTHER,/World/ProdLine/a_L_HST_PTH__B/t_id_L_HST_PTH_P1_B_PTH01/id_L_HST_PTH_P1_B_PTH01/L_HST_PTH_P1_B/L_HST_PTH_P1_B/ASSET_PROD/asset_L_HST_PTH_P1_B_PROD/t_id_TR7600F3D_SII_AXI02,3,ACTIVE
PTH01_E071,PTH01,PTH_OP12,CT_HOP9LSSJ_S_CV38,OTHER,/World/ProdLine/a_L_HST_PTH__B/t_id_L_HST_PTH_P1_B_PTH01/id_L_HST_PTH_P1_B_PTH01/L_HST_PTH_P1_B/L_HST_PTH_P1_B/ASSET_PROD/asset_L_HST_PTH_P1_B_PROD/t_id_CT_HOP9LSSJ_S_CV38,4,ACTIVE
PTH01_E072,PTH01,PTH_OP12,CT_HOP9LSSJ_S_CV39,OTHER,/World/ProdLine/a_L_HST_PTH__B/t_id_L_HST_PTH_P1_B_PTH01/id_L_HST_PTH_P1_B_PTH01/L_HST_PTH_P1_B/L_HST_PTH_P1_B/ASSET_PROD/asset_L_HST_PTH_P1_B_PROD/t_id_CT_HOP9LSSJ_S_CV39,5,ACTIVE
PTH01_E073,PTH01,PTH_OP12,CT_HOP9SLJ_LD07,ROBOT,/World/ProdLine/a_L_HST_PTH__B/t_id_L_HST_PTH_P1_B_PTH01/id_L_HST_PTH_P1_B_PTH01/L_HST_PTH_P1_B/L_HST_PTH_P1_B/ASSET_PROD/asset_L_HST_PTH_P1_B_PROD/t_id_CT_HOP9SLJ_LD07,6,ACTIVE
PTH01_E074,PTH01,PTH_OP13,TR8100L_SII_INLINE_ICT01,OTHER,/World/ProdLine/a_L_HST_PTH__B/t_id_L_HST_PTH_P1_B_PTH01/id_L_HST_PTH_P1_B_PTH01/L_HST_PTH_P1_B/L_HST_PTH_P1_B/ASSET_PROD/asset_L_HST_PTH_P1_B_PROD/t_id_TR8100L_SII_INLINE_ICT01,1,ACTIVE
PTH01_E075,PTH01,PTH_OP13,TR8100L_SII_INLINE_ICT02,OTHER,/World/ProdLine/a_L_HST_PTH__B/t_id_L_HST_PTH_P1_B_PTH01/id_L_HST_PTH_P1_B_PTH01/L_HST_PTH_P1_B/L_HST_PTH_P1_B/ASSET_PROD/asset_L_HST_PTH_P1_B_PROD/t_id_TR8100L_SII_INLINE_ICT02,2,ACTIVE
PTH01_E076,PTH01,PTH_OP13,CT_HOP9LSSJ_S_CV40,OTHER,/World/ProdLine/a_L_HST_PTH__B/t_id_L_HST_PTH_P1_B_PTH01/id_L_HST_PTH_P1_B_PTH01/L_HST_PTH_P1_B/L_HST_PTH_P1_B/ASSET_PROD/asset_L_HST_PTH_P1_B_PROD/t_id_CT_HOP9LSSJ_S_CV40,3,ACTIVE
PTH01_E077,PTH01,PTH_OP13,CT_HOP9LSSJ_S_CV41,OTHER,/World/ProdLine/a_L_HST_PTH__B/t_id_L_HST_PTH_P1_B_PTH01/id_L_HST_PTH_P1_B_PTH01/L_HST_PTH_P1_B/L_HST_PTH_P1_B/ASSET_PROD/asset_L_HST_PTH_P1_B_PROD/t_id_CT_HOP9LSSJ_S_CV41,4,ACTIVE
PTH01_E078,PTH01,PTH_OP13,CT_HOP9SLJ_LD08,ROBOT,/World/ProdLine/a_L_HST_PTH__B/t_id_L_HST_PTH_P1_B_PTH01/id_L_HST_PTH_P1_B_PTH01/L_HST_PTH_P1_B/L_HST_PTH_P1_B/ASSET_PROD/asset_L_HST_PTH_P1_B_PROD/t_id_CT_HOP9SLJ_LD08,5,ACTIVE
PTH01_E079,PTH01,PTH_OP13,CT_HOP9ZZJ_CV07_01,OTHER,/World/ProdLine/a_L_HST_PTH__B/t_id_L_HST_PTH_P1_B_PTH01/id_L_HST_PTH_P1_B_PTH01/L_HST_PTH_P1_B/L_HST_PTH_P1_B/ASSET_PROD/asset_L_HST_PTH_P1_B_PROD/t_id_CT_HOP9ZZJ_CV07_01,6,ACTIVE
ModuleAssy01_E001,ModuleAssy01,ModuleAssy_OP01,CT_HOUM548ZPRL_01_ZPRL01,OTHER,/World/ProdLine/a_L_HST_Module/t_id_L_HST_Module_AA01/id_L_HST_Module_AA01/L_HST_Module/L_HST_Module/ASSET_PROD/asset_L_HST_Module_PROD/t_id_CT_HOUM548ZPRL_01_ZPRL01,1,ACTIVE
ModuleAssy01_E002,ModuleAssy01,ModuleAssy_OP01,CT_HOUM548TS1_TS01,OTHER,/World/ProdLine/a_L_HST_Module/t_id_L_HST_Module_AA01/id_L_HST_Module_AA01/L_HST_Module/L_HST_Module/ASSET_PROD/asset_L_HST_Module_PROD/t_id_CT_HOUM548TS1_TS01,2,ACTIVE
ModuleAssy01_E003,ModuleAssy01,ModuleAssy_OP02,CT_HOUM548TPSL_R_BF01,OTHER,/World/ProdLine/a_L_HST_Module/t_id_L_HST_Module_AA01/id_L_HST_Module_AA01/L_HST_Module/L_HST_Module/ASSET_PROD/asset_L_HST_Module_PROD/t_id_CT_HOUM548TPSL_R_BF01,1,ACTIVE
ModuleAssy01_E004,ModuleAssy01,ModuleAssy_OP02,CT_HOUM548DRJ2_DRJ01,OTHER,/World/ProdLine/a_L_HST_Module/t_id_L_HST_Module_AA01/id_L_HST_Module_AA01/L_HST_Module/L_HST_Module/ASSET_PROD/asset_L_HST_Module_PROD/t_id_CT_HOUM548DRJ2_DRJ01,2,ACTIVE
ModuleAssy01_E005,ModuleAssy01,ModuleAssy_OP03,CT_HOUM548DRJ2_DRJ02,OTHER,/World/ProdLine/a_L_HST_Module/t_id_L_HST_Module_AA01/id_L_HST_Module_AA01/L_HST_Module/L_HST_Module/ASSET_PROD/asset_L_HST_Module_PROD/t_id_CT_HOUM548DRJ2_DRJ02,1,ACTIVE
ModuleAssy01_E006,ModuleAssy01,ModuleAssy_OP04,CT_HOUM548DRJ2_DRJ03,OTHER,/World/ProdLine/a_L_HST_Module/t_id_L_HST_Module_AA01/id_L_HST_Module_AA01/L_HST_Module/L_HST_Module/ASSET_PROD/asset_L_HST_Module_PROD/t_id_CT_HOUM548DRJ2_DRJ03,1,ACTIVE
ModuleAssy01_E007,ModuleAssy01,ModuleAssy_OP04,CT_HOUM548DRJ2_DRJ04,OTHER,/World/ProdLine/a_L_HST_Module/t_id_L_HST_Module_AA01/id_L_HST_Module_AA01/L_HST_Module/L_HST_Module/ASSET_PROD/asset_L_HST_Module_PROD/t_id_CT_HOUM548DRJ2_DRJ04,2,ACTIVE
ModuleAssy01_E008,ModuleAssy01,ModuleAssy_OP05,CT_HOUM548DRJ2_DRJ05,OTHER,/World/ProdLine/a_L_HST_Module/t_id_L_HST_Module_AA01/id_L_HST_Module_AA01/L_HST_Module/L_HST_Module/ASSET_PROD/asset_L_HST_Module_PROD/t_id_CT_HOUM548DRJ2_DRJ05,1,ACTIVE
ModuleAssy01_E009,ModuleAssy01,ModuleAssy_OP06,CT_HOUM548DRJ2_DRJ06,OTHER,/World/ProdLine/a_L_HST_Module/t_id_L_HST_Module_AA01/id_L_HST_Module_AA01/L_HST_Module/L_HST_Module/ASSET_PROD/asset_L_HST_Module_PROD/t_id_CT_HOUM548DRJ2_DRJ06,1,ACTIVE
ModuleAssy01_E010,ModuleAssy01,ModuleAssy_OP06,CT_HOUM548TPSL_L_BF02,OTHER,/World/ProdLine/a_L_HST_Module/t_id_L_HST_Module_AA01/id_L_HST_Module_AA01/L_HST_Module/L_HST_Module/ASSET_PROD/asset_L_HST_Module_PROD/t_id_CT_HOUM548TPSL_L_BF02,2,ACTIVE
ModuleAssy01_E011,ModuleAssy01,ModuleAssy_OP07,CT_HOUM548PCB_PCB01,OTHER,/World/ProdLine/a_L_HST_Module/t_id_L_HST_Module_AA01/id_L_HST_Module_AA01/L_HST_Module/L_HST_Module/ASSET_PROD/asset_L_HST_Module_PROD/t_id_CT_HOUM548PCB_PCB01,1,ACTIVE
ModuleAssy01_E012,ModuleAssy01,ModuleAssy_OP08,CT_HOUM548YH11_YH01,OTHER,/World/ProdLine/a_L_HST_Module/t_id_L_HST_Module_AA01/id_L_HST_Module_AA01/L_HST_Module/L_HST_Module/ASSET_PROD/asset_L_HST_Module_PROD/t_id_CT_HOUM548YH11_YH01,1,ACTIVE
ModuleAssy01_E013,ModuleAssy01,ModuleAssy_OP08,CT_HOUM548HM_HM01,OTHER,/World/ProdLine/a_L_HST_Module/t_id_L_HST_Module_AA01/id_L_HST_Module_AA01/L_HST_Module/L_HST_Module/ASSET_PROD/asset_L_HST_Module_PROD/t_id_CT_HOUM548HM_HM01,2,ACTIVE
ModuleAssy01_E014,ModuleAssy01,ModuleAssy_OP09,CT_HOUM548DRJ2_DRJ09,OTHER,/World/ProdLine/a_L_HST_Module/t_id_L_HST_Module_AA01/id_L_HST_Module_AA01/L_HST_Module/L_HST_Module/ASSET_PROD/asset_L_HST_Module_PROD/t_id_CT_HOUM548DRJ2_DRJ09,1,ACTIVE
ModuleAssy01_E015,ModuleAssy01,ModuleAssy_OP10,CT_HOUM548DRJ2_DRJ10,OTHER,/World/ProdLine/a_L_HST_Module/t_id_L_HST_Module_AA01/id_L_HST_Module_AA01/L_HST_Module/L_HST_Module/ASSET_PROD/asset_L_HST_Module_PROD/t_id_CT_HOUM548DRJ2_DRJ10,1,ACTIVE
ModuleAssy01_E016,ModuleAssy01,ModuleAssy_OP10,CT_HOUM548DRJ2_DRJ11,OTHER,/World/ProdLine/a_L_HST_Module/t_id_L_HST_Module_AA01/id_L_HST_Module_AA01/L_HST_Module/L_HST_Module/ASSET_PROD/asset_L_HST_Module_PROD/t_id_CT_HOUM548DRJ2_DRJ11,2,ACTIVE
ModuleAssy01_E017,ModuleAssy01,ModuleAssy_OP11,CT_HOUM548DRJ2_DRJ12,OTHER,/World/ProdLine/a_L_HST_Module/t_id_L_HST_Module_AA01/id_L_HST_Module_AA01/L_HST_Module/L_HST_Module/ASSET_PROD/asset_L_HST_Module_PROD/t_id_CT_HOUM548DRJ2_DRJ12,1,ACTIVE
ModuleAssy01_E018,ModuleAssy01,ModuleAssy_OP12,CT_HOUM548TPSL_L_BF03,OTHER,/World/ProdLine/a_L_HST_Module/t_id_L_HST_Module_AA01/id_L_HST_Module_AA01/L_HST_Module/L_HST_Module/ASSET_PROD/asset_L_HST_Module_PROD/t_id_CT_HOUM548TPSL_L_BF03,1,ACTIVE
ModuleAssy01_E019,ModuleAssy01,ModuleAssy_OP12,CT_HOUM548BS_BS01,OTHER,/World/ProdLine/a_L_HST_Module/t_id_L_HST_Module_AA01/id_L_HST_Module_AA01/L_HST_Module/L_HST_Module/ASSET_PROD/asset_L_HST_Module_PROD/t_id_CT_HOUM548BS_BS01,2,ACTIVE
ModuleAssy01_E020,ModuleAssy01,ModuleAssy_OP13,CT_HOUM548YH11_YH02,OTHER,/World/ProdLine/a_L_HST_Module/t_id_L_HST_Module_AA01/id_L_HST_Module_AA01/L_HST_Module/L_HST_Module/ASSET_PROD/asset_L_HST_Module_PROD/t_id_CT_HOUM548YH11_YH02,1,ACTIVE
ModuleAssy01_E021,ModuleAssy01,ModuleAssy_OP14,CT_HOUM548CNTSC12_CNTSC01,OTHER,/World/ProdLine/a_L_HST_Module/t_id_L_HST_Module_AA01/id_L_HST_Module_AA01/L_HST_Module/L_HST_Module/ASSET_PROD/asset_L_HST_Module_PROD/t_id_CT_HOUM548CNTSC12_CNTSC01,1,ACTIVE
ModuleAssy01_E022,ModuleAssy01,ModuleAssy_OP14,CT_HOUM548CNTSC12_CNTSC02,OTHER,/World/ProdLine/a_L_HST_Module/t_id_L_HST_Module_AA01/id_L_HST_Module_AA01/L_HST_Module/L_HST_Module/ASSET_PROD/asset_L_HST_Module_PROD/t_id_CT_HOUM548CNTSC12_CNTSC02,2,ACTIVE
ModuleAssy01_E023,ModuleAssy01,ModuleAssy_OP15,CT_HOUM548CNTSC12_CNTSC03,OTHER,/World/ProdLine/a_L_HST_Module/t_id_L_HST_Module_AA01/id_L_HST_Module_AA01/L_HST_Module/L_HST_Module/ASSET_PROD/asset_L_HST_Module_PROD/t_id_CT_HOUM548CNTSC12_CNTSC03,1,ACTIVE
ModuleAssy01_E024,ModuleAssy01,ModuleAssy_OP16,CT_HOUM548BSSC20_BSSC01,OTHER,/World/ProdLine/a_L_HST_Module/t_id_L_HST_Module_AA01/id_L_HST_Module_AA01/L_HST_Module/L_HST_Module/ASSET_PROD/asset_L_HST_Module_PROD/t_id_CT_HOUM548BSSC20_BSSC01,1,ACTIVE
ModuleAssy01_E025,ModuleAssy01,ModuleAssy_OP16,CT_HOUM548BSSC20_BSSC02,OTHER,/World/ProdLine/a_L_HST_Module/t_id_L_HST_Module_AA01/id_L_HST_Module_AA01/L_HST_Module/L_HST_Module/ASSET_PROD/asset_L_HST_Module_PROD/t_id_CT_HOUM548BSSC20_BSSC02,2,ACTIVE
ModuleAssy01_E026,ModuleAssy01,ModuleAssy_OP17,CT_HOUM548HM_HM02,OTHER,/World/ProdLine/a_L_HST_Module/t_id_L_HST_Module_AA01/id_L_HST_Module_AA01/L_HST_Module/L_HST_Module/ASSET_PROD/asset_L_HST_Module_PROD/t_id_CT_HOUM548HM_HM02,1,ACTIVE
ModuleAssy01_E027,ModuleAssy01,ModuleAssy_OP18,CT_HOUM548FM_FM01,OTHER,/World/ProdLine/a_L_HST_Module/t_id_L_HST_Module_AA01/id_L_HST_Module_AA01/L_HST_Module/L_HST_Module/ASSET_PROD/asset_L_HST_Module_PROD/t_id_CT_HOUM548FM_FM01,1,ACTIVE
ModuleAssy01_E028,ModuleAssy01,ModuleAssy_OP18,CT_HOUM548PCBSC24_PCBSC01,OTHER,/World/ProdLine/a_L_HST_Module/t_id_L_HST_Module_AA01/id_L_HST_Module_AA01/L_HST_Module/L_HST_Module/ASSET_PROD/asset_L_HST_Module_PROD/t_id_CT_HOUM548PCBSC24_PCBSC01,2,ACTIVE
ModuleAssy01_E029,ModuleAssy01,ModuleAssy_OP19,CT_HOUM548HM_HM03,OTHER,/World/ProdLine/a_L_HST_Module/t_id_L_HST_Module_AA01/id_L_HST_Module_AA01/L_HST_Module/L_HST_Module/ASSET_PROD/asset_L_HST_Module_PROD/t_id_CT_HOUM548HM_HM03,1,ACTIVE
ModuleAssy01_E030,ModuleAssy01,ModuleAssy_OP20,CT_HOUM548SFL_SFL01,OTHER,/World/ProdLine/a_L_HST_Module/t_id_L_HST_Module_AA01/id_L_HST_Module_AA01/L_HST_Module/L_HST_Module/ASSET_PROD/asset_L_HST_Module_PROD/t_id_CT_HOUM548SFL_SFL01,1,ACTIVE
ModuleAssy01_E031,ModuleAssy01,ModuleAssy_OP20,CT_HOUM548TPSL_L_BF04,OTHER,/World/ProdLine/a_L_HST_Module/t_id_L_HST_Module_AA01/id_L_HST_Module_AA01/L_HST_Module/L_HST_Module/ASSET_PROD/asset_L_HST_Module_PROD/t_id_CT_HOUM548TPSL_L_BF04,2,ACTIVE
ModuleAssy01_E032,ModuleAssy01,ModuleAssy_OP21,CT_HOUM548ZPRL_02_ZPRL02,OTHER,/World/ProdLine/a_L_HST_Module/t_id_L_HST_Module_AA01/id_L_HST_Module_AA01/L_HST_Module/L_HST_Module/ASSET_PROD/asset_L_HST_Module_PROD/t_id_CT_HOUM548ZPRL_02_ZPRL02,1,ACTIVE
MainAssy01_E001,MainAssy01,MainAssy_OP01,CT_HBNCZSYZ_LD01,ROBOT,/World/ProdLine/a_L_HST_TestAssy_Sub/t_id_L_HST_TestAssy_Sub_AA01/id_L_HST_TestAssy_Sub_AA01/L_HST_TestAssy_Sub/L_HST_TestAssy_Sub/ASSET_PROD/asset_L_HST_TestAssy_Sub_PROD/t_id_CT_HBNCZSYZ_LD01,1,ACTIVE
MainAssy01_E002,MainAssy01,MainAssy_OP01,CT_HBNCZSMD_LD03,ROBOT,/World/ProdLine/a_L_HST_TestAssy_Sub/t_id_L_HST_TestAssy_Sub_AA01/id_L_HST_TestAssy_Sub_AA01/L_HST_TestAssy_Sub/L_HST_TestAssy_Sub/ASSET_PROD/asset_L_HST_TestAssy_Sub_PROD/t_id_CT_HBNCZSMD_LD03,2,ACTIVE
MainAssy01_E003,MainAssy01,MainAssy_OP01,CT_HBNCZSPCBSC_PSC01,OTHER,/World/ProdLine/a_L_HST_TestAssy_Sub/t_id_L_HST_TestAssy_Sub_AA01/id_L_HST_TestAssy_Sub_AA01/L_HST_TestAssy_Sub/L_HST_TestAssy_Sub/ASSET_PROD/asset_L_HST_TestAssy_Sub_PROD/t_id_CT_HBNCZSPCBSC_PSC01,3,ACTIVE
MainAssy01_E004,MainAssy01,MainAssy_OP02,CT_HBNCZSHMF_FA01,OTHER,/World/ProdLine/a_L_HST_TestAssy_Sub/t_id_L_HST_TestAssy_Sub_AA01/id_L_HST_TestAssy_Sub_AA01/L_HST_TestAssy_Sub/L_HST_TestAssy_Sub/ASSET_PROD/asset_L_HST_TestAssy_Sub_PROD/t_id_CT_HBNCZSHMF_FA01,1,ACTIVE
MainAssy01_E005,MainAssy01,MainAssy_OP02,CT_HBNCZSIOB_AS02,OTHER,/World/ProdLine/a_L_HST_TestAssy_Sub/t_id_L_HST_TestAssy_Sub_AA01/id_L_HST_TestAssy_Sub_AA01/L_HST_TestAssy_Sub/L_HST_TestAssy_Sub/ASSET_PROD/asset_L_HST_TestAssy_Sub_PROD/t_id_CT_HBNCZSIOB_AS02,2,ACTIVE
MainAssy01_E006,MainAssy01,MainAssy_OP03,CT_HBNCZSHMF_FA02,OTHER,/World/ProdLine/a_L_HST_TestAssy_Sub/t_id_L_HST_TestAssy_Sub_AA01/id_L_HST_TestAssy_Sub_AA01/L_HST_TestAssy_Sub/L_HST_TestAssy_Sub/ASSET_PROD/asset_L_HST_TestAssy_Sub_PROD/t_id_CT_HBNCZSHMF_FA02,1,ACTIVE
MainAssy01_E007,MainAssy01,MainAssy_OP03,CT_HBNCZSIOBSC_AS03,OTHER,/World/ProdLine/a_L_HST_TestAssy_Sub/t_id_L_HST_TestAssy_Sub_AA01/id_L_HST_TestAssy_Sub_AA01/L_HST_TestAssy_Sub/L_HST_TestAssy_Sub/ASSET_PROD/asset_L_HST_TestAssy_Sub_PROD/t_id_CT_HBNCZSIOBSC_AS03,2,ACTIVE
MainAssy01_E008,MainAssy01,MainAssy_OP04,CT_HBNCZSHMF_FA03,OTHER,/World/ProdLine/a_L_HST_TestAssy_Sub/t_id_L_HST_TestAssy_Sub_AA01/id_L_HST_TestAssy_Sub_AA01/L_HST_TestAssy_Sub/L_HST_TestAssy_Sub/ASSET_PROD/asset_L_HST_TestAssy_Sub_PROD/t_id_CT_HBNCZSHMF_FA03,1,ACTIVE
MainAssy01_E009,MainAssy01,MainAssy_OP04,CT_HBNCZSCPSC1_SC01,OTHER,/World/ProdLine/a_L_HST_TestAssy_Sub/t_id_L_HST_TestAssy_Sub_AA01/id_L_HST_TestAssy_Sub_AA01/L_HST_TestAssy_Sub/L_HST_TestAssy_Sub/ASSET_PROD/asset_L_HST_TestAssy_Sub_PROD/t_id_CT_HBNCZSCPSC1_SC01,2,ACTIVE
MainAssy01_E010,MainAssy01,MainAssy_OP05,CT_HBNCZSCPSC1_SC02,OTHER,/World/ProdLine/a_L_HST_TestAssy_Sub/t_id_L_HST_TestAssy_Sub_AA01/id_L_HST_TestAssy_Sub_AA01/L_HST_TestAssy_Sub/L_HST_TestAssy_Sub/ASSET_PROD/asset_L_HST_TestAssy_Sub_PROD/t_id_CT_HBNCZSCPSC1_SC02,1,ACTIVE
